4934	12033.00	1004	11	\N	第14大街第6号楼5单元647门	366893968325668	2020-06-10 22:39:20.0	2020-06-10 22:39:20.0	2020-06-10 22:54:20.0	\N	8	200.00	0.00	12218.00	15.00	\N
4935	12065.00	1005	22	\N	第6大街第11号楼2单元864门	845678229874954	2020-06-10 22:39:20.0	2020-06-12 22:43:57.0	2020-06-10 22:54:20.0	\N	11	0.00	70.00	12115.00	20.00	\N
4936	8308.00	1005	24	\N	第1大街第1号楼6单元562门	886898254767124	2020-06-10 22:39:20.0	2020-06-11 22:42:49.0	2020-06-10 22:54:20.0	\N	25	0.00	0.00	8298.00	10.00	\N
4937	3442.00	1005	37	\N	第17大街第23号楼7单元518门	333789257252777	2020-06-10 22:39:20.0	2020-06-10 22:39:20.0	2020-06-10 22:54:20.0	\N	17	0.00	30.00	3453.00	19.00	\N
4938	21014.00	1005	39	\N	第1大街第39号楼3单元294门	334997784963613	2020-06-10 22:39:20.0	2020-06-10 22:39:20.0	2020-06-10 22:54:20.0	\N	8	0.00	0.00	20997.00	17.00	\N
4939	2255.00	1005	47	\N	第11大街第7号楼7单元661门	456112632711976	2020-06-10 22:39:20.0	2020-06-13 22:44:29.0	2020-06-10 22:54:20.0	\N	21	0.00	70.00	2309.00	16.00	\N
4940	24904.00	1005	57	\N	第14大街第37号楼5单元536门	232551552927594	2020-06-10 22:39:20.0	2020-06-13 22:44:29.0	2020-06-10 22:54:20.0	\N	3	500.00	0.00	25390.00	14.00	\N
4941	8401.00	1005	58	\N	第12大街第18号楼4单元334门	711941717753122	2020-06-10 22:39:20.0	2020-06-12 22:43:57.0	2020-06-10 22:54:20.0	\N	12	0.00	0.00	8385.00	16.00	\N
4942	37659.00	1004	59	\N	第6大街第30号楼4单元789门	756522679852967	2020-06-10 22:39:20.0	2020-06-10 22:39:20.0	2020-06-10 22:54:20.0	\N	20	0.00	100.00	37745.00	14.00	\N
4943	13470.00	1005	63	\N	第1大街第32号楼8单元447门	641975735494873	2020-06-10 22:39:20.0	2020-06-12 22:43:57.0	2020-06-10 22:54:20.0	\N	32	0.00	0.00	13464.00	6.00	\N
4944	21003.00	1004	67	\N	第9大街第38号楼7单元898门	616649414322739	2020-06-10 22:39:20.0	2020-06-10 22:39:20.0	2020-06-10 22:54:20.0	\N	27	0.00	0.00	20994.00	9.00	\N
4945	16282.00	1005	70	\N	第7大街第38号楼5单元793门	158581222914845	2020-06-10 22:39:20.0	2020-06-11 22:42:49.0	2020-06-10 22:54:20.0	\N	13	0.00	30.00	16303.00	9.00	\N
4946	8628.00	1005	76	\N	第10大街第14号楼8单元452门	428121283739285	2020-06-10 22:39:20.0	2020-06-11 22:42:49.0	2020-06-10 22:54:20.0	\N	10	0.00	0.00	8620.00	8.00	\N
4947	13897.00	1005	81	\N	第5大街第19号楼2单元899门	311532643894193	2020-06-10 22:39:20.0	2020-06-13 22:44:29.0	2020-06-10 22:54:20.0	\N	34	0.00	0.00	13886.00	11.00	\N
4948	16141.00	1005	86	\N	第18大街第10号楼8单元437门	299753643566659	2020-06-10 22:39:20.0	2020-06-13 22:44:29.0	2020-06-10 22:54:20.0	\N	18	0.00	30.00	16159.00	12.00	\N
4949	30895.00	1005	11	\N	第17大街第19号楼4单元495门	489965635926645	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	23	0.00	100.00	30981.00	14.00	\N
4950	34006.00	1004	14	\N	第20大街第13号楼8单元542门	936714831358843	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	2	500.00	0.00	34496.00	10.00	\N
4951	18050.56	1005	15	\N	第3大街第39号楼3单元166门	374265444233849	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	7	1200.00	0.00	19239.56	11.00	\N
4952	48.00	1005	24	\N	第11大街第39号楼1单元192门	651964328956226	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	7	0.00	0.00	39.00	9.00	\N
4953	71183.00	1005	26	\N	第7大街第30号楼1单元644门	279781399322347	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	22	1200.00	0.00	72371.00	12.00	\N
4954	8981.00	1004	28	\N	第13大街第5号楼8单元883门	318962281996631	2020-06-11 22:42:49.0	2020-06-13 22:44:29.0	2020-06-11 22:57:49.0	\N	33	0.00	0.00	8976.00	5.00	\N
4955	3389.00	1004	37	\N	第11大街第11号楼8单元179门	346579334237858	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	26	0.00	30.00	3399.00	20.00	\N
4956	9204.00	1005	39	\N	第2大街第7号楼8单元527门	977683215272195	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	9	0.00	0.00	9199.00	5.00	\N
4957	18006.00	1005	50	\N	第14大街第14号楼7单元852门	339281129525574	2020-06-11 22:42:49.0	2020-06-13 22:44:29.0	2020-06-11 22:57:49.0	\N	20	0.00	0.00	17997.00	9.00	\N
4958	24533.00	1005	52	\N	第17大街第2号楼9单元227门	395441534116823	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	28	0.00	0.00	24519.00	14.00	\N
4959	52684.00	1005	58	\N	第17大街第30号楼2单元768门	843843794526478	2020-06-11 22:42:49.0	2020-06-13 22:44:29.0	2020-06-11 22:57:49.0	\N	4	0.00	0.00	52676.00	8.00	\N
4960	29790.00	1004	65	\N	第9大街第7号楼1单元197门	484337182152986	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	3	200.00	100.00	30084.00	6.00	\N
4961	37521.00	1004	67	\N	第20大街第33号楼2单元148门	452881353963452	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	1	200.00	30.00	37742.00	9.00	\N
4962	24591.00	1005	70	\N	第3大街第7号楼9单元877门	978227235229475	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	4	500.00	0.00	25071.00	20.00	\N
4963	213.00	1005	71	\N	第9大街第39号楼7单元648门	617298256145325	2020-06-11 22:42:49.0	2020-06-13 22:44:29.0	2020-06-11 22:57:49.0	\N	4	0.00	100.00	298.00	15.00	\N
4964	334.00	1005	94	\N	第7大街第17号楼6单元962门	895668922971944	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	31	0.00	100.00	418.00	16.00	\N
4965	49817.00	1005	2	\N	第5大街第13号楼4单元256门	921914159141623	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	1	0.00	100.00	49906.00	11.00	\N
4966	8912.00	1005	6	\N	第18大街第37号楼7单元989门	236484791864133	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	5	0.00	0.00	8892.00	20.00	\N
4967	127.00	1005	18	\N	第11大街第5号楼2单元984门	252823592139438	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	20	0.00	100.00	208.00	19.00	\N
4968	58.00	1005	20	\N	第19大街第35号楼1单元611门	658991756858693	2020-06-11 22:42:49.0	2020-06-14 22:44:47.0	2020-06-11 22:57:49.0	\N	26	0.00	0.00	39.00	19.00	\N
4969	43265.00	1005	23	\N	第2大街第18号楼4单元994门	129211241173438	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	28	0.00	100.00	43352.00	13.00	\N
4970	7162.00	1005	27	\N	第20大街第40号楼6单元246门	573724677293829	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	33	0.00	100.00	7255.00	7.00	\N
4971	23635.00	1005	34	\N	第10大街第2号楼4单元753门	735626319273946	2020-06-11 22:42:49.0	2020-06-14 22:44:47.0	2020-06-11 22:57:49.0	\N	21	500.00	70.00	24185.00	20.00	\N
4972	51803.00	1005	35	\N	第14大街第32号楼8单元681门	354958486563978	2020-06-11 22:42:49.0	2020-06-14 22:44:47.0	2020-06-11 22:57:49.0	\N	12	500.00	0.00	52288.00	15.00	\N
4973	13514.00	1005	82	\N	第10大街第37号楼1单元339门	621783962977877	2020-06-11 22:42:49.0	2020-06-13 22:44:29.0	2020-06-11 22:57:49.0	\N	7	0.00	0.00	13504.00	10.00	\N
4974	16505.00	1004	85	\N	第7大街第25号楼1单元713门	177841985158126	2020-06-11 22:42:49.0	2020-06-11 22:42:49.0	2020-06-11 22:57:49.0	\N	30	0.00	0.00	16497.00	8.00	\N
4975	16956.00	1005	110	\N	第14大街第34号楼8单元917门	941942528644792	2020-06-11 22:42:49.0	2020-06-14 22:44:47.0	2020-06-11 22:57:49.0	\N	21	0.00	0.00	16949.00	7.00	\N
4976	31111.00	1005	123	\N	第12大街第14号楼2单元142门	165817754794426	2020-06-11 22:42:49.0	2020-06-12 22:43:57.0	2020-06-11 22:57:49.0	\N	6	0.00	0.00	31095.00	16.00	\N
